Running ./shock1d.py

Starting from step 0
--------------------------------------------------------------------------
By default, for Open MPI 4.0 and later, infiniband ports on a device
are not used by default.  The intent is to use UCX for these devices.
You can override this policy by setting the btl_openib_allow_ib MCA parameter
to true.

  Local host:              lassen801
  Local adapter:           mlx5_1
  Local port:              1

--------------------------------------------------------------------------
--------------------------------------------------------------------------
WARNING: There was an error initializing an OpenFabrics device.

  Local host:   lassen801
  Local device: mlx5_1
--------------------------------------------------------------------------
[lassen801:95559] mca_base_component_repository_open: unable to open mca_pml_pami: libpami.so.3: cannot open shared object file: No such file or directory (ignored)
[1612555816.743549] [lassen801:95559:0]         mxm.c:196  MXM  WARN  The 'ulimit -s' on the system is set to 'unlimited'. This may have negative performance implications. Please set the stack size to the default value (10240) 
[lassen801:95559] mca_base_component_repository_open: unable to open mca_coll_ibm: libcollectives.so.3: cannot open shared object file: No such file or directory (ignored)
[lassen801:95559] mca_base_component_repository_open: unable to open mca_osc_pami: libpami.so.3: cannot open shared object file: No such file or directory (ignored)
Shock capturing parameters: alpha 0.05, s0 -11.0, kappa 0.5
Time step estimate 4.2819136230110855e-07

Viscous timestep estimate 3.4267145814039304e-07

4482 elements
rank 0: sent all mesh partitions
Making discretization
Initializing soln.
/p/gpfs1/manders/work/CEESD/Drivers/CEESD-Y1_Shock1D/emirge/mirgecom/mirgecom/logging_quantities.py:289: UserWarning: Logging had to guess units for 'pressure': 'Pa'.It should not have to. Some other component should tell it.
  warn(f"Logging had to guess units for '{quantity}': '{unit}'."
/p/gpfs1/manders/work/CEESD/Drivers/CEESD-Y1_Shock1D/emirge/mirgecom/mirgecom/logging_quantities.py:289: UserWarning: Logging had to guess units for 'temperature': 'K'.It should not have to. Some other component should tell it.
  warn(f"Logging had to guess units for '{quantity}': '{unit}'."
/p/gpfs1/manders/work/CEESD/Drivers/CEESD-Y1_Shock1D/emirge/mirgecom/mirgecom/logging_quantities.py:244: UserWarning: Logging had to guess units for 'mass': 'kg/m^3'.It should not have to. Some other component should tell it.
  warn(f"Logging had to guess units for '{quantity}': '{unit}'."
/p/gpfs1/manders/work/CEESD/Drivers/CEESD-Y1_Shock1D/emirge/mirgecom/mirgecom/logging_quantities.py:244: UserWarning: Logging had to guess units for 'energy': 'J/m^3'.It should not have to. Some other component should tell it.
  warn(f"Logging had to guess units for '{quantity}': '{unit}'."
/p/gpfs1/manders/work/CEESD/Drivers/CEESD-Y1_Shock1D/emirge/mirgecom/mirgecom/logging_quantities.py:244: UserWarning: Logging had to guess units for 'momentum': 'kg*m/s/m^3'.It should not have to. Some other component should tell it.
  warn(f"Logging had to guess units for '{quantity}': '{unit}'."
./shock1d.py:330: DeprecationWarning: DGDiscretizationWithBoundaries.order is deprecated, consider using the orders of element groups instead. 'order' will go away in 2021.
  visualizer = make_visualizer(discr, discr.order)
Initialization for Case(y0euler)
===
Num 2d order-1 elements: 4482
Num global elements: 4482
Timestep:        2.5e-07
Final time:      0.0003
CFL:             1.0
Constant CFL:    False
Initialization:  pseudoY0
EOS:             IdealSingleGas

Stepping.
Status: step=0 t=0
------- P(100, 438)
------- T(298, 450)
------- dt=2.5e-07 cfl=1.0
------- errors=0.00165, 793, 1.13, 0
building face restriction: start
building face restriction: done
building face restriction: start
building face restriction: done
building face restriction: start
building face restriction: done
building face restriction: start
building face restriction: done
building face restriction: start
building face restriction: done
step.max=0 | t_sim.max=0 | t_step.max=4.35596 | min_pressure=0 | max_pressure=0 | min_temperature=0 | max_temperature=0 | memory_usage.max=833.188
step.max=21 | t_sim.max=5.25e-06 | t_step.max=1.09272 | min_pressure=100 | max_pressure=437.888 | min_temperature=297.995 | max_temperature=449.776 | memory_usage.max=944.688
step.max=22 | t_sim.max=5.5e-06 | t_step.max=1.10977 | min_pressure=100 | max_pressure=437.888 | min_temperature=297.995 | max_temperature=449.776 | memory_usage.max=947.438
step.max=23 | t_sim.max=5.75e-06 | t_step.max=1.09396 | min_pressure=100 | max_pressure=437.888 | min_temperature=297.995 | max_temperature=449.776 | memory_usage.max=948.25
step.max=24 | t_sim.max=6e-06 | t_step.max=1.10105 | min_pressure=100 | max_pressure=437.888 | min_temperature=297.995 | max_temperature=449.776 | memory_usage.max=950.125
step.max=25 | t_sim.max=6.25e-06 | t_step.max=1.09622 | min_pressure=100 | max_pressure=437.888 | min_temperature=297.995 | max_temperature=449.776 | memory_usage.max=952.125
step.max=26 | t_sim.max=6.5e-06 | t_step.max=1.09478 | min_pressure=100 | max_pressure=437.889 | min_temperature=297.995 | max_temperature=449.785 | memory_usage.max=952.312
step.max=27 | t_sim.max=6.75e-06 | t_step.max=1.09531 | min_pressure=100 | max_pressure=437.89 | min_temperature=297.995 | max_temperature=449.817 | memory_usage.max=954.875
step.max=28 | t_sim.max=7e-06 | t_step.max=1.09509 | min_pressure=100 | max_pressure=437.89 | min_temperature=297.995 | max_temperature=449.868 | memory_usage.max=954.875
step.max=29 | t_sim.max=7.25e-06 | t_step.max=1.10022 | min_pressure=100 | max_pressure=437.89 | min_temperature=297.995 | max_temperature=449.933 | memory_usage.max=954.875
step.max=30 | t_sim.max=7.5e-06 | t_step.max=1.09724 | min_pressure=100 | max_pressure=437.89 | min_temperature=297.995 | max_temperature=450.014 | memory_usage.max=960
step.max=31 | t_sim.max=7.75e-06 | t_step.max=1.09419 | min_pressure=100 | max_pressure=437.89 | min_temperature=297.995 | max_temperature=450.11 | memory_usage.max=961.438
step.max=32 | t_sim.max=8e-06 | t_step.max=1.09265 | min_pressure=100 | max_pressure=437.891 | min_temperature=297.995 | max_temperature=450.219 | memory_usage.max=961.438
step.max=33 | t_sim.max=8.25e-06 | t_step.max=1.09231 | min_pressure=100 | max_pressure=437.892 | min_temperature=297.995 | max_temperature=450.337 | memory_usage.max=964.375
step.max=34 | t_sim.max=8.5e-06 | t_step.max=1.09304 | min_pressure=100 | max_pressure=437.892 | min_temperature=297.995 | max_temperature=450.466 | memory_usage.max=964.375
step.max=35 | t_sim.max=8.75e-06 | t_step.max=1.09355 | min_pressure=100 | max_pressure=437.892 | min_temperature=297.995 | max_temperature=450.606 | memory_usage.max=964.375
step.max=36 | t_sim.max=9e-06 | t_step.max=1.10084 | min_pressure=100 | max_pressure=437.892 | min_temperature=297.995 | max_temperature=450.753 | memory_usage.max=968.438
step.max=37 | t_sim.max=9.25e-06 | t_step.max=1.09524 | min_pressure=100 | max_pressure=437.892 | min_temperature=297.995 | max_temperature=450.904 | memory_usage.max=970.562
step.max=38 | t_sim.max=9.5e-06 | t_step.max=1.09308 | min_pressure=100 | max_pressure=437.893 | min_temperature=297.995 | max_temperature=451.072 | memory_usage.max=972.25
step.max=39 | t_sim.max=9.75e-06 | t_step.max=1.0935 | min_pressure=100 | max_pressure=437.897 | min_temperature=297.995 | max_temperature=451.234 | memory_usage.max=972.25
step.max=40 | t_sim.max=1e-05 | t_step.max=1.09414 | min_pressure=100 | max_pressure=437.98 | min_temperature=297.995 | max_temperature=451.407 | memory_usage.max=972.25
step.max=41 | t_sim.max=1.025e-05 | t_step.max=1.0938 | min_pressure=100 | max_pressure=438.121 | min_temperature=297.995 | max_temperature=451.593 | memory_usage.max=975.812
step.max=42 | t_sim.max=1.05e-05 | t_step.max=1.10105 | min_pressure=100 | max_pressure=438.316 | min_temperature=297.995 | max_temperature=451.772 | memory_usage.max=975.812
step.max=43 | t_sim.max=1.075e-05 | t_step.max=1.09391 | min_pressure=100 | max_pressure=438.562 | min_temperature=297.995 | max_temperature=451.946 | memory_usage.max=980.125
step.max=44 | t_sim.max=1.1e-05 | t_step.max=1.09513 | min_pressure=100 | max_pressure=438.851 | min_temperature=297.995 | max_temperature=452.148 | memory_usage.max=981.125
step.max=45 | t_sim.max=1.125e-05 | t_step.max=1.09571 | min_pressure=100 | max_pressure=439.175 | min_temperature=297.995 | max_temperature=452.347 | memory_usage.max=982
step.max=46 | t_sim.max=1.15e-05 | t_step.max=1.09361 | min_pressure=100 | max_pressure=439.556 | min_temperature=297.995 | max_temperature=452.539 | memory_usage.max=983.75
step.max=47 | t_sim.max=1.175e-05 | t_step.max=1.09314 | min_pressure=100 | max_pressure=439.956 | min_temperature=297.995 | max_temperature=452.725 | memory_usage.max=983.75
step.max=48 | t_sim.max=1.2e-05 | t_step.max=1.09372 | min_pressure=100 | max_pressure=440.396 | min_temperature=297.995 | max_temperature=452.923 | memory_usage.max=987.375
step.max=49 | t_sim.max=1.225e-05 | t_step.max=1.09343 | min_pressure=100 | max_pressure=440.855 | min_temperature=297.995 | max_temperature=453.137 | memory_usage.max=987.375
step.max=50 | t_sim.max=1.25e-05 | t_step.max=1.21422 | min_pressure=100 | max_pressure=441.36 | min_temperature=297.995 | max_temperature=453.343 | memory_usage.max=987.375
step.max=51 | t_sim.max=1.275e-05 | t_step.max=1.09673 | min_pressure=100 | max_pressure=441.85 | min_temperature=297.995 | max_temperature=453.542 | memory_usage.max=998.938
step.max=52 | t_sim.max=1.3e-05 | t_step.max=1.09266 | min_pressure=100 | max_pressure=442.41 | min_temperature=297.995 | max_temperature=453.735 | memory_usage.max=998.938
step.max=53 | t_sim.max=1.325e-05 | t_step.max=1.09522 | min_pressure=100 | max_pressure=442.973 | min_temperature=297.995 | max_temperature=453.921 | memory_usage.max=998.938
step.max=54 | t_sim.max=1.35e-05 | t_step.max=1.09294 | min_pressure=100 | max_pressure=443.519 | min_temperature=297.995 | max_temperature=454.136 | memory_usage.max=999.812
step.max=55 | t_sim.max=1.375e-05 | t_step.max=1.09334 | min_pressure=100 | max_pressure=444.119 | min_temperature=297.995 | max_temperature=454.35 | memory_usage.max=999.812
step.max=56 | t_sim.max=1.4e-05 | t_step.max=1.0932 | min_pressure=100 | max_pressure=444.747 | min_temperature=297.995 | max_temperature=454.557 | memory_usage.max=999.812
step.max=57 | t_sim.max=1.425e-05 | t_step.max=1.09412 | min_pressure=100 | max_pressure=445.356 | min_temperature=297.995 | max_temperature=454.756 | memory_usage.max=1003.81
step.max=58 | t_sim.max=1.45e-05 | t_step.max=1.09368 | min_pressure=100 | max_pressure=445.947 | min_temperature=297.995 | max_temperature=454.948 | memory_usage.max=1003.81
step.max=59 | t_sim.max=1.475e-05 | t_step.max=1.09447 | min_pressure=100 | max_pressure=446.584 | min_temperature=297.995 | max_temperature=455.134 | memory_usage.max=1007.69
step.max=60 | t_sim.max=1.5e-05 | t_step.max=1.09766 | min_pressure=100 | max_pressure=447.264 | min_temperature=297.995 | max_temperature=455.313 | memory_usage.max=1008.25
step.max=61 | t_sim.max=1.525e-05 | t_step.max=1.09303 | min_pressure=100 | max_pressure=447.924 | min_temperature=297.995 | max_temperature=455.519 | memory_usage.max=1010.75
step.max=62 | t_sim.max=1.55e-05 | t_step.max=1.09485 | min_pressure=100 | max_pressure=448.564 | min_temperature=297.995 | max_temperature=455.726 | memory_usage.max=1010.88
step.max=63 | t_sim.max=1.575e-05 | t_step.max=1.09145 | min_pressure=100 | max_pressure=449.185 | min_temperature=297.995 | max_temperature=455.925 | memory_usage.max=1012.69
step.max=64 | t_sim.max=1.6e-05 | t_step.max=1.09194 | min_pressure=100 | max_pressure=449.817 | min_temperature=297.995 | max_temperature=456.117 | memory_usage.max=1012.69
step.max=65 | t_sim.max=1.625e-05 | t_step.max=1.09283 | min_pressure=100 | max_pressure=450.531 | min_temperature=297.995 | max_temperature=456.302 | memory_usage.max=1014.06
step.max=66 | t_sim.max=1.65e-05 | t_step.max=1.09322 | min_pressure=100 | max_pressure=451.224 | min_temperature=297.995 | max_temperature=456.48 | memory_usage.max=1014.06
step.max=67 | t_sim.max=1.675e-05 | t_step.max=1.09545 | min_pressure=100 | max_pressure=451.896 | min_temperature=297.995 | max_temperature=456.651 | memory_usage.max=1014.06
step.max=68 | t_sim.max=1.7e-05 | t_step.max=1.09257 | min_pressure=100 | max_pressure=452.548 | min_temperature=297.995 | max_temperature=456.815 | memory_usage.max=1018.62
step.max=69 | t_sim.max=1.725e-05 | t_step.max=1.11408 | min_pressure=100 | max_pressure=453.18 | min_temperature=297.995 | max_temperature=456.974 | memory_usage.max=1019.06
step.max=70 | t_sim.max=1.75e-05 | t_step.max=1.09256 | min_pressure=100 | max_pressure=453.794 | min_temperature=297.995 | max_temperature=457.165 | memory_usage.max=1022.19
step.max=71 | t_sim.max=1.775e-05 | t_step.max=1.09485 | min_pressure=100 | max_pressure=454.431 | min_temperature=297.995 | max_temperature=457.349 | memory_usage.max=1022.19
step.max=72 | t_sim.max=1.8e-05 | t_step.max=1.0937 | min_pressure=100 | max_pressure=455.135 | min_temperature=297.995 | max_temperature=457.526 | memory_usage.max=1022.19
step.max=73 | t_sim.max=1.825e-05 | t_step.max=1.09232 | min_pressure=100 | max_pressure=455.819 | min_temperature=297.995 | max_temperature=457.696 | memory_usage.max=1025.81
step.max=74 | t_sim.max=1.85e-05 | t_step.max=1.09177 | min_pressure=100 | max_pressure=456.482 | min_temperature=297.995 | max_temperature=457.859 | memory_usage.max=1025.81
step.max=75 | t_sim.max=1.875e-05 | t_step.max=1.09171 | min_pressure=100 | max_pressure=457.125 | min_temperature=297.995 | max_temperature=458.015 | memory_usage.max=1029.5
step.max=76 | t_sim.max=1.9e-05 | t_step.max=1.0925 | min_pressure=100 | max_pressure=457.747 | min_temperature=297.995 | max_temperature=458.165 | memory_usage.max=1029.5
step.max=77 | t_sim.max=1.925e-05 | t_step.max=1.09414 | min_pressure=100 | max_pressure=458.351 | min_temperature=297.995 | max_temperature=458.309 | memory_usage.max=1029.5
step.max=78 | t_sim.max=1.95e-05 | t_step.max=1.09246 | min_pressure=100 | max_pressure=458.937 | min_temperature=297.995 | max_temperature=458.447 | memory_usage.max=1034.12
step.max=79 | t_sim.max=1.975e-05 | t_step.max=1.09156 | min_pressure=100 | max_pressure=459.504 | min_temperature=297.995 | max_temperature=458.579 | memory_usage.max=1034.56
step.max=80 | t_sim.max=2e-05 | t_step.max=1.09792 | min_pressure=100 | max_pressure=460.07 | min_temperature=297.995 | max_temperature=458.706 | memory_usage.max=1037.12
step.max=81 | t_sim.max=2.025e-05 | t_step.max=1.09268 | min_pressure=100 | max_pressure=460.721 | min_temperature=297.995 | max_temperature=458.861 | memory_usage.max=1039.25
step.max=82 | t_sim.max=2.05e-05 | t_step.max=1.09509 | min_pressure=100 | max_pressure=461.351 | min_temperature=297.995 | max_temperature=459.009 | memory_usage.max=1039.25
step.max=83 | t_sim.max=2.075e-05 | t_step.max=1.09329 | min_pressure=100 | max_pressure=461.963 | min_temperature=297.995 | max_temperature=459.15 | memory_usage.max=1039.25
step.max=84 | t_sim.max=2.1e-05 | t_step.max=1.09229 | min_pressure=100 | max_pressure=462.555 | min_temperature=297.995 | max_temperature=459.286 | memory_usage.max=1042.31
step.max=85 | t_sim.max=2.125e-05 | t_step.max=1.09243 | min_pressure=100 | max_pressure=463.129 | min_temperature=297.995 | max_temperature=459.416 | memory_usage.max=1042.31
step.max=86 | t_sim.max=2.15e-05 | t_step.max=1.09264 | min_pressure=100 | max_pressure=463.684 | min_temperature=297.995 | max_temperature=459.539 | memory_usage.max=1046
step.max=87 | t_sim.max=2.175e-05 | t_step.max=1.09344 | min_pressure=100 | max_pressure=464.223 | min_temperature=297.995 | max_temperature=459.658 | memory_usage.max=1046
step.max=88 | t_sim.max=2.2e-05 | t_step.max=1.09326 | min_pressure=100 | max_pressure=464.744 | min_temperature=297.995 | max_temperature=459.77 | memory_usage.max=1046
step.max=89 | t_sim.max=2.225e-05 | t_step.max=1.09409 | min_pressure=100 | max_pressure=465.249 | min_temperature=297.995 | max_temperature=459.878 | memory_usage.max=1050.06
step.max=90 | t_sim.max=2.25e-05 | t_step.max=1.09242 | min_pressure=100 | max_pressure=465.738 | min_temperature=297.995 | max_temperature=459.981 | memory_usage.max=1052.94
step.max=91 | t_sim.max=2.275e-05 | t_step.max=1.09308 | min_pressure=100 | max_pressure=466.212 | min_temperature=297.995 | max_temperature=460.078 | memory_usage.max=1053.69
step.max=92 | t_sim.max=2.3e-05 | t_step.max=1.09853 | min_pressure=100 | max_pressure=466.67 | min_temperature=297.995 | max_temperature=460.171 | memory_usage.max=1053.69
step.max=93 | t_sim.max=2.325e-05 | t_step.max=1.09241 | min_pressure=100 | max_pressure=467.155 | min_temperature=297.995 | max_temperature=460.26 | memory_usage.max=1057.81
step.max=94 | t_sim.max=2.35e-05 | t_step.max=1.0922 | min_pressure=100 | max_pressure=467.679 | min_temperature=297.995 | max_temperature=460.347 | memory_usage.max=1057.81
step.max=95 | t_sim.max=2.375e-05 | t_step.max=1.09275 | min_pressure=100 | max_pressure=468.187 | min_temperature=297.995 | max_temperature=460.451 | memory_usage.max=1059.81
step.max=96 | t_sim.max=2.4e-05 | t_step.max=1.0952 | min_pressure=100 | max_pressure=468.678 | min_temperature=297.995 | max_temperature=460.551 | memory_usage.max=1059.81
step.max=97 | t_sim.max=2.425e-05 | t_step.max=1.09219 | min_pressure=100 | max_pressure=469.154 | min_temperature=297.995 | max_temperature=460.646 | memory_usage.max=1063.5
step.max=98 | t_sim.max=2.45e-05 | t_step.max=1.09281 | min_pressure=100 | max_pressure=469.614 | min_temperature=297.995 | max_temperature=460.735 | memory_usage.max=1063.5
step.max=99 | t_sim.max=2.475e-05 | t_step.max=1.09224 | min_pressure=100 | max_pressure=470.059 | min_temperature=297.995 | max_temperature=460.82 | memory_usage.max=1063.5
step.max=100 | t_sim.max=2.5e-05 | t_step.max=1.20815 | min_pressure=100 | max_pressure=470.49 | min_temperature=297.995 | max_temperature=460.901 | memory_usage.max=1067.31
step.max=101 | t_sim.max=2.525e-05 | t_step.max=1.09247 | min_pressure=100 | max_pressure=470.907 | min_temperature=297.995 | max_temperature=460.977 | memory_usage.max=1076.31
step.max=102 | t_sim.max=2.55e-05 | t_step.max=1.09299 | min_pressure=100 | max_pressure=471.309 | min_temperature=297.995 | max_temperature=461.049 | memory_usage.max=1076.31
step.max=103 | t_sim.max=2.575e-05 | t_step.max=1.09383 | min_pressure=100 | max_pressure=471.7 | min_temperature=297.995 | max_temperature=461.117 | memory_usage.max=1076.31
step.max=104 | t_sim.max=2.6e-05 | t_step.max=1.09316 | min_pressure=100 | max_pressure=472.076 | min_temperature=297.995 | max_temperature=461.182 | memory_usage.max=1077.62
step.max=105 | t_sim.max=2.625e-05 | t_step.max=1.09274 | min_pressure=100 | max_pressure=472.441 | min_temperature=297.995 | max_temperature=461.242 | memory_usage.max=1078.5
step.max=106 | t_sim.max=2.65e-05 | t_step.max=1.09271 | min_pressure=100 | max_pressure=472.794 | min_temperature=297.995 | max_temperature=461.299 | memory_usage.max=1078.5
step.max=107 | t_sim.max=2.675e-05 | t_step.max=1.09911 | min_pressure=100 | max_pressure=473.136 | min_temperature=297.995 | max_temperature=461.353 | memory_usage.max=1078.5
step.max=108 | t_sim.max=2.7e-05 | t_step.max=1.09323 | min_pressure=100 | max_pressure=473.466 | min_temperature=297.995 | max_temperature=461.403 | memory_usage.max=1083.81
step.max=109 | t_sim.max=2.725e-05 | t_step.max=1.09393 | min_pressure=100 | max_pressure=473.785 | min_temperature=297.995 | max_temperature=461.45 | memory_usage.max=1084.12
step.max=110 | t_sim.max=2.75e-05 | t_step.max=1.09273 | min_pressure=100 | max_pressure=474.093 | min_temperature=297.995 | max_temperature=461.494 | memory_usage.max=1084.12
step.max=111 | t_sim.max=2.775e-05 | t_step.max=1.09584 | min_pressure=100 | max_pressure=474.39 | min_temperature=297.995 | max_temperature=461.535 | memory_usage.max=1086.94
step.max=112 | t_sim.max=2.8e-05 | t_step.max=1.09317 | min_pressure=100 | max_pressure=474.694 | min_temperature=297.995 | max_temperature=461.573 | memory_usage.max=1086.94
step.max=113 | t_sim.max=2.825e-05 | t_step.max=1.09204 | min_pressure=100 | max_pressure=475.033 | min_temperature=297.995 | max_temperature=461.616 | memory_usage.max=1090.31
step.max=114 | t_sim.max=2.85e-05 | t_step.max=1.10811 | min_pressure=100 | max_pressure=475.362 | min_temperature=297.995 | max_temperature=461.663 | memory_usage.max=1090.31
step.max=115 | t_sim.max=2.875e-05 | t_step.max=1.09226 | min_pressure=100 | max_pressure=475.678 | min_temperature=297.995 | max_temperature=461.706 | memory_usage.max=1090.75
step.max=116 | t_sim.max=2.9e-05 | t_step.max=1.0934 | min_pressure=100 | max_pressure=475.985 | min_temperature=297.995 | max_temperature=461.747 | memory_usage.max=1090.75
step.max=117 | t_sim.max=2.925e-05 | t_step.max=1.09283 | min_pressure=100 | max_pressure=476.28 | min_temperature=297.995 | max_temperature=461.784 | memory_usage.max=1094.75
step.max=118 | t_sim.max=2.95e-05 | t_step.max=1.09285 | min_pressure=100 | max_pressure=476.566 | min_temperature=297.995 | max_temperature=461.818 | memory_usage.max=1095.5
