Running ./shock1d.py

Starting from step 0
--------------------------------------------------------------------------
By default, for Open MPI 4.0 and later, infiniband ports on a device
are not used by default.  The intent is to use UCX for these devices.
You can override this policy by setting the btl_openib_allow_ib MCA parameter
to true.

  Local host:              lassen571
  Local adapter:           mlx5_1
  Local port:              1

--------------------------------------------------------------------------
--------------------------------------------------------------------------
WARNING: There was an error initializing an OpenFabrics device.

  Local host:   lassen571
  Local device: mlx5_1
--------------------------------------------------------------------------
[lassen571:77371] mca_base_component_repository_open: unable to open mca_pml_pami: libpami.so.3: cannot open shared object file: No such file or directory (ignored)
[1613405460.755493] [lassen571:77371:0]         mxm.c:196  MXM  WARN  The 'ulimit -s' on the system is set to 'unlimited'. This may have negative performance implications. Please set the stack size to the default value (10240) 
[lassen571:77371] mca_base_component_repository_open: unable to open mca_coll_ibm: libcollectives.so.3: cannot open shared object file: No such file or directory (ignored)
[lassen571:77371] mca_base_component_repository_open: unable to open mca_osc_pami: libpami.so.3: cannot open shared object file: No such file or directory (ignored)
Shock capturing parameters: alpha 0.2, s0 -11.0, kappa 0.5
Time step estimate 4.2819136230110855e-07

Viscous timestep estimate 2.142807275319523e-07

4482 elements
rank 0: sent all mesh partitions
Making discretization
Initializing soln.
/p/gpfs1/manders/work/CEESD/Drivers/CEESD-Y1_Shock1D/emirge/mirgecom/mirgecom/logging_quantities.py:289: UserWarning: Logging had to guess units for 'pressure': 'Pa'.It should not have to. Some other component should tell it.
  warn(f"Logging had to guess units for '{quantity}': '{unit}'."
/p/gpfs1/manders/work/CEESD/Drivers/CEESD-Y1_Shock1D/emirge/mirgecom/mirgecom/logging_quantities.py:289: UserWarning: Logging had to guess units for 'temperature': 'K'.It should not have to. Some other component should tell it.
  warn(f"Logging had to guess units for '{quantity}': '{unit}'."
/p/gpfs1/manders/work/CEESD/Drivers/CEESD-Y1_Shock1D/emirge/mirgecom/mirgecom/logging_quantities.py:244: UserWarning: Logging had to guess units for 'mass': 'kg/m^3'.It should not have to. Some other component should tell it.
  warn(f"Logging had to guess units for '{quantity}': '{unit}'."
/p/gpfs1/manders/work/CEESD/Drivers/CEESD-Y1_Shock1D/emirge/mirgecom/mirgecom/logging_quantities.py:244: UserWarning: Logging had to guess units for 'energy': 'J/m^3'.It should not have to. Some other component should tell it.
  warn(f"Logging had to guess units for '{quantity}': '{unit}'."
/p/gpfs1/manders/work/CEESD/Drivers/CEESD-Y1_Shock1D/emirge/mirgecom/mirgecom/logging_quantities.py:244: UserWarning: Logging had to guess units for 'momentum': 'kg*m/s/m^3'.It should not have to. Some other component should tell it.
  warn(f"Logging had to guess units for '{quantity}': '{unit}'."
./shock1d.py:333: DeprecationWarning: DGDiscretizationWithBoundaries.order is deprecated, consider using the orders of element groups instead. 'order' will go away in 2021.
  visualizer = make_visualizer(discr, discr.order)
Initialization for Case(y0euler)
===
Num 2d order-1 elements: 4482
Num global elements: 4482
Timestep:        1e-07
Final time:      0.0003
CFL:             1.0
Constant CFL:    False
Initialization:  pseudoY0
EOS:             IdealSingleGas

Stepping.
Status: step=0 t=0
------- P(100, 438)
------- T(298, 450)
------- dt=1e-07 cfl=1.0
------- errors=0.00165, 793, 1.13, 0
building face restriction: start
building face restriction: done
building face restriction: start
building face restriction: done
building face restriction: start
building face restriction: done
building face restriction: start
building face restriction: done
building face restriction: start
building face restriction: done
step.max=0 | t_sim.max=0 | t_step.max=3.51991 | min_pressure=0 | max_pressure=0 | min_temperature=0 | max_temperature=0 | memory_usage.max=833.312
step.max=95 | t_sim.max=9.5e-06 | t_step.max=0.280574 | min_pressure=100 | max_pressure=437.893 | min_temperature=297.995 | max_temperature=451.016 | memory_usage.max=951.438
step.max=97 | t_sim.max=9.7e-06 | t_step.max=0.27394 | min_pressure=100 | max_pressure=437.894 | min_temperature=297.995 | max_temperature=451.149 | memory_usage.max=954.5
step.max=99 | t_sim.max=9.9e-06 | t_step.max=0.273736 | min_pressure=100 | max_pressure=437.947 | min_temperature=297.995 | max_temperature=451.279 | memory_usage.max=955.062
step.max=101 | t_sim.max=1.01e-05 | t_step.max=0.273408 | min_pressure=100 | max_pressure=438.033 | min_temperature=297.995 | max_temperature=451.405 | memory_usage.max=960.938
step.max=103 | t_sim.max=1.03e-05 | t_step.max=0.273822 | min_pressure=100 | max_pressure=438.153 | min_temperature=297.995 | max_temperature=451.531 | memory_usage.max=960.938
step.max=105 | t_sim.max=1.05e-05 | t_step.max=0.273726 | min_pressure=100 | max_pressure=438.302 | min_temperature=297.995 | max_temperature=451.676 | memory_usage.max=960.938
step.max=107 | t_sim.max=1.07e-05 | t_step.max=0.273995 | min_pressure=100 | max_pressure=438.477 | min_temperature=297.995 | max_temperature=451.818 | memory_usage.max=960.938
step.max=109 | t_sim.max=1.09e-05 | t_step.max=0.273611 | min_pressure=100 | max_pressure=438.673 | min_temperature=297.995 | max_temperature=451.956 | memory_usage.max=960.938
step.max=111 | t_sim.max=1.11e-05 | t_step.max=0.273627 | min_pressure=100 | max_pressure=438.899 | min_temperature=297.995 | max_temperature=452.09 | memory_usage.max=960.938
step.max=113 | t_sim.max=1.13e-05 | t_step.max=0.273757 | min_pressure=100 | max_pressure=439.146 | min_temperature=297.995 | max_temperature=452.221 | memory_usage.max=960.938
step.max=115 | t_sim.max=1.15e-05 | t_step.max=0.273705 | min_pressure=100 | max_pressure=439.409 | min_temperature=297.995 | max_temperature=452.375 | memory_usage.max=960.938
step.max=117 | t_sim.max=1.17e-05 | t_step.max=0.281075 | min_pressure=100 | max_pressure=439.694 | min_temperature=297.995 | max_temperature=452.526 | memory_usage.max=960.938
step.max=119 | t_sim.max=1.19e-05 | t_step.max=0.273945 | min_pressure=100 | max_pressure=439.999 | min_temperature=297.995 | max_temperature=452.673 | memory_usage.max=963.312
step.max=121 | t_sim.max=1.21e-05 | t_step.max=0.276105 | min_pressure=100 | max_pressure=440.297 | min_temperature=297.995 | max_temperature=452.816 | memory_usage.max=963.312
step.max=123 | t_sim.max=1.23e-05 | t_step.max=0.273754 | min_pressure=100 | max_pressure=440.65 | min_temperature=297.995 | max_temperature=452.955 | memory_usage.max=964.625
step.max=125 | t_sim.max=1.25e-05 | t_step.max=0.274672 | min_pressure=100 | max_pressure=440.994 | min_temperature=297.995 | max_temperature=453.091 | memory_usage.max=964.625
step.max=127 | t_sim.max=1.27e-05 | t_step.max=0.273702 | min_pressure=100 | max_pressure=441.331 | min_temperature=297.995 | max_temperature=453.236 | memory_usage.max=966.688
step.max=129 | t_sim.max=1.29e-05 | t_step.max=0.273803 | min_pressure=100 | max_pressure=441.718 | min_temperature=297.995 | max_temperature=453.393 | memory_usage.max=966.688
step.max=131 | t_sim.max=1.31e-05 | t_step.max=0.273725 | min_pressure=100 | max_pressure=442.108 | min_temperature=297.995 | max_temperature=453.545 | memory_usage.max=966.688
step.max=133 | t_sim.max=1.33e-05 | t_step.max=0.27385 | min_pressure=100 | max_pressure=442.489 | min_temperature=297.995 | max_temperature=453.694 | memory_usage.max=966.688
step.max=135 | t_sim.max=1.35e-05 | t_step.max=0.273635 | min_pressure=100 | max_pressure=442.861 | min_temperature=297.995 | max_temperature=453.838 | memory_usage.max=966.688
step.max=137 | t_sim.max=1.37e-05 | t_step.max=0.27346 | min_pressure=100 | max_pressure=443.285 | min_temperature=297.995 | max_temperature=453.979 | memory_usage.max=970.562
step.max=139 | t_sim.max=1.39e-05 | t_step.max=0.27361 | min_pressure=100 | max_pressure=443.715 | min_temperature=297.995 | max_temperature=454.116 | memory_usage.max=970.562
step.max=141 | t_sim.max=1.41e-05 | t_step.max=0.273624 | min_pressure=100 | max_pressure=444.136 | min_temperature=297.995 | max_temperature=454.249 | memory_usage.max=970.562
step.max=143 | t_sim.max=1.43e-05 | t_step.max=0.280867 | min_pressure=100 | max_pressure=444.549 | min_temperature=297.995 | max_temperature=454.387 | memory_usage.max=970.562
step.max=145 | t_sim.max=1.45e-05 | t_step.max=0.273511 | min_pressure=100 | max_pressure=444.949 | min_temperature=297.995 | max_temperature=454.541 | memory_usage.max=974
step.max=147 | t_sim.max=1.47e-05 | t_step.max=0.273833 | min_pressure=100 | max_pressure=445.394 | min_temperature=297.995 | max_temperature=454.69 | memory_usage.max=974.25
step.max=149 | t_sim.max=1.49e-05 | t_step.max=0.273764 | min_pressure=100 | max_pressure=445.857 | min_temperature=297.995 | max_temperature=454.836 | memory_usage.max=975.062
step.max=151 | t_sim.max=1.51e-05 | t_step.max=0.273804 | min_pressure=100 | max_pressure=446.313 | min_temperature=297.995 | max_temperature=454.977 | memory_usage.max=981.375
step.max=153 | t_sim.max=1.53e-05 | t_step.max=0.273535 | min_pressure=100 | max_pressure=446.752 | min_temperature=297.995 | max_temperature=455.115 | memory_usage.max=981.375
step.max=155 | t_sim.max=1.55e-05 | t_step.max=0.273942 | min_pressure=100 | max_pressure=447.18 | min_temperature=297.995 | max_temperature=455.248 | memory_usage.max=981.375
step.max=157 | t_sim.max=1.57e-05 | t_step.max=0.273863 | min_pressure=100 | max_pressure=447.597 | min_temperature=297.995 | max_temperature=455.378 | memory_usage.max=981.375
step.max=159 | t_sim.max=1.59e-05 | t_step.max=0.27364 | min_pressure=100 | max_pressure=448.023 | min_temperature=297.995 | max_temperature=455.504 | memory_usage.max=981.375
step.max=161 | t_sim.max=1.61e-05 | t_step.max=0.273549 | min_pressure=100 | max_pressure=448.509 | min_temperature=297.995 | max_temperature=455.627 | memory_usage.max=981.375
step.max=163 | t_sim.max=1.63e-05 | t_step.max=0.273823 | min_pressure=100 | max_pressure=448.983 | min_temperature=297.995 | max_temperature=455.752 | memory_usage.max=981.375
step.max=165 | t_sim.max=1.65e-05 | t_step.max=0.273965 | min_pressure=100 | max_pressure=449.445 | min_temperature=297.995 | max_temperature=455.894 | memory_usage.max=982.125
step.max=167 | t_sim.max=1.67e-05 | t_step.max=0.273849 | min_pressure=100 | max_pressure=449.897 | min_temperature=297.995 | max_temperature=456.033 | memory_usage.max=982.5
step.max=169 | t_sim.max=1.69e-05 | t_step.max=0.274264 | min_pressure=100 | max_pressure=450.339 | min_temperature=297.995 | max_temperature=456.167 | memory_usage.max=982.5
step.max=171 | t_sim.max=1.71e-05 | t_step.max=0.274377 | min_pressure=100 | max_pressure=450.766 | min_temperature=297.995 | max_temperature=456.297 | memory_usage.max=984.25
step.max=173 | t_sim.max=1.73e-05 | t_step.max=0.273818 | min_pressure=100 | max_pressure=451.187 | min_temperature=297.995 | max_temperature=456.423 | memory_usage.max=984.875
step.max=175 | t_sim.max=1.75e-05 | t_step.max=0.275794 | min_pressure=100 | max_pressure=451.6 | min_temperature=297.995 | max_temperature=456.546 | memory_usage.max=984.875
step.max=177 | t_sim.max=1.77e-05 | t_step.max=0.273997 | min_pressure=100 | max_pressure=452.056 | min_temperature=297.995 | max_temperature=456.665 | memory_usage.max=984.875
step.max=179 | t_sim.max=1.79e-05 | t_step.max=0.273865 | min_pressure=100 | max_pressure=452.528 | min_temperature=297.995 | max_temperature=456.78 | memory_usage.max=984.875
step.max=181 | t_sim.max=1.81e-05 | t_step.max=0.273739 | min_pressure=100 | max_pressure=452.991 | min_temperature=297.995 | max_temperature=456.892 | memory_usage.max=987.938
