Running ./shock1d.py

Starting from step 0
--------------------------------------------------------------------------
By default, for Open MPI 4.0 and later, infiniband ports on a device
are not used by default.  The intent is to use UCX for these devices.
You can override this policy by setting the btl_openib_allow_ib MCA parameter
to true.

  Local host:              lassen408
  Local adapter:           mlx5_1
  Local port:              1

--------------------------------------------------------------------------
--------------------------------------------------------------------------
WARNING: There was an error initializing an OpenFabrics device.

  Local host:   lassen408
  Local device: mlx5_1
--------------------------------------------------------------------------
[lassen408:27076] mca_base_component_repository_open: unable to open mca_pml_pami: libpami.so.3: cannot open shared object file: No such file or directory (ignored)
[1613764090.715776] [lassen408:27076:0]         mxm.c:196  MXM  WARN  The 'ulimit -s' on the system is set to 'unlimited'. This may have negative performance implications. Please set the stack size to the default value (10240) 
[lassen408:27076] mca_base_component_repository_open: unable to open mca_coll_ibm: libcollectives.so.3: cannot open shared object file: No such file or directory (ignored)
[lassen408:27076] mca_base_component_repository_open: unable to open mca_osc_pami: libpami.so.3: cannot open shared object file: No such file or directory (ignored)
Shock capturing parameters: alpha 0.2, s0 -11.0, kappa 0.5
Time step estimate 4.2819136230110855e-07

Viscous timestep estimate 2.142807275319523e-07

4482 elements
rank 0: sent all mesh partitions
Making discretization
Initializing soln.
/p/gpfs1/manders/work/CEESD/Drivers/CEESD-Y1_Shock1D/emirge/mirgecom/mirgecom/logging_quantities.py:289: UserWarning: Logging had to guess units for 'pressure': 'Pa'.It should not have to. Some other component should tell it.
  warn(f"Logging had to guess units for '{quantity}': '{unit}'."
/p/gpfs1/manders/work/CEESD/Drivers/CEESD-Y1_Shock1D/emirge/mirgecom/mirgecom/logging_quantities.py:289: UserWarning: Logging had to guess units for 'temperature': 'K'.It should not have to. Some other component should tell it.
  warn(f"Logging had to guess units for '{quantity}': '{unit}'."
/p/gpfs1/manders/work/CEESD/Drivers/CEESD-Y1_Shock1D/emirge/mirgecom/mirgecom/logging_quantities.py:244: UserWarning: Logging had to guess units for 'mass': 'kg/m^3'.It should not have to. Some other component should tell it.
  warn(f"Logging had to guess units for '{quantity}': '{unit}'."
/p/gpfs1/manders/work/CEESD/Drivers/CEESD-Y1_Shock1D/emirge/mirgecom/mirgecom/logging_quantities.py:244: UserWarning: Logging had to guess units for 'energy': 'J/m^3'.It should not have to. Some other component should tell it.
  warn(f"Logging had to guess units for '{quantity}': '{unit}'."
/p/gpfs1/manders/work/CEESD/Drivers/CEESD-Y1_Shock1D/emirge/mirgecom/mirgecom/logging_quantities.py:244: UserWarning: Logging had to guess units for 'momentum': 'kg*m/s/m^3'.It should not have to. Some other component should tell it.
  warn(f"Logging had to guess units for '{quantity}': '{unit}'."
./shock1d.py:335: DeprecationWarning: DGDiscretizationWithBoundaries.order is deprecated, consider using the orders of element groups instead. 'order' will go away in 2021.
  visualizer = make_visualizer(discr, discr.order)
Initialization for Case(y0euler)
===
Num 2d order-1 elements: 4482
Num global elements: 4482
Timestep:        2e-07
Final time:      0.0003
CFL:             1.0
Constant CFL:    False
Initialization:  pseudoY0
EOS:             IdealSingleGas

Stepping.
Status: step=0 t=0
------- P(100, 438)
------- T(298, 450)
------- dt=2e-07 cfl=1.0
------- errors=0.00165, 793, 1.13, 0
building face restriction: start
building face restriction: done
building face restriction: start
building face restriction: done
building face restriction: start
building face restriction: done
building face restriction: start
building face restriction: done
building face restriction: start
building face restriction: done
step.max=0 | t_sim.max=0 | t_step.max=4.74707 | min_pressure=0 | max_pressure=0 | min_temperature=0 | max_temperature=0 | memory_usage.max=833.125
step.max=21 | t_sim.max=4.2e-06 | t_step.max=1.37858 | min_pressure=100 | max_pressure=437.886 | min_temperature=297.995 | max_temperature=449.775 | memory_usage.max=948.875
step.max=22 | t_sim.max=4.4e-06 | t_step.max=1.38529 | min_pressure=100 | max_pressure=437.886 | min_temperature=297.995 | max_temperature=449.775 | memory_usage.max=952.812
step.max=23 | t_sim.max=4.6e-06 | t_step.max=1.38087 | min_pressure=100 | max_pressure=437.885 | min_temperature=297.995 | max_temperature=449.775 | memory_usage.max=954.75
step.max=24 | t_sim.max=4.8e-06 | t_step.max=1.37775 | min_pressure=100 | max_pressure=437.886 | min_temperature=297.995 | max_temperature=449.775 | memory_usage.max=956
step.max=25 | t_sim.max=5e-06 | t_step.max=1.37814 | min_pressure=100 | max_pressure=437.886 | min_temperature=297.995 | max_temperature=449.775 | memory_usage.max=956
step.max=26 | t_sim.max=5.2e-06 | t_step.max=1.3777 | min_pressure=100 | max_pressure=437.886 | min_temperature=297.995 | max_temperature=449.775 | memory_usage.max=959.562
step.max=27 | t_sim.max=5.4e-06 | t_step.max=1.38374 | min_pressure=100 | max_pressure=437.886 | min_temperature=297.995 | max_temperature=449.775 | memory_usage.max=959.562
step.max=28 | t_sim.max=5.6e-06 | t_step.max=1.37972 | min_pressure=100 | max_pressure=437.887 | min_temperature=297.995 | max_temperature=449.775 | memory_usage.max=964.875
step.max=29 | t_sim.max=5.8e-06 | t_step.max=1.37646 | min_pressure=100 | max_pressure=437.887 | min_temperature=297.995 | max_temperature=449.775 | memory_usage.max=966.438
step.max=30 | t_sim.max=6e-06 | t_step.max=1.37687 | min_pressure=100 | max_pressure=437.888 | min_temperature=297.995 | max_temperature=449.775 | memory_usage.max=966.438
step.max=31 | t_sim.max=6.2e-06 | t_step.max=1.37622 | min_pressure=100 | max_pressure=437.888 | min_temperature=297.995 | max_temperature=449.776 | memory_usage.max=970.25
step.max=32 | t_sim.max=6.4e-06 | t_step.max=1.3836 | min_pressure=100 | max_pressure=437.888 | min_temperature=297.995 | max_temperature=449.777 | memory_usage.max=970.25
step.max=33 | t_sim.max=6.6e-06 | t_step.max=1.37956 | min_pressure=100 | max_pressure=437.887 | min_temperature=297.995 | max_temperature=449.793 | memory_usage.max=974.625
step.max=34 | t_sim.max=6.8e-06 | t_step.max=1.376 | min_pressure=100 | max_pressure=437.888 | min_temperature=297.995 | max_temperature=449.822 | memory_usage.max=976.562
step.max=35 | t_sim.max=7e-06 | t_step.max=1.37632 | min_pressure=100 | max_pressure=437.888 | min_temperature=297.995 | max_temperature=449.862 | memory_usage.max=976.562
step.max=36 | t_sim.max=7.2e-06 | t_step.max=1.37657 | min_pressure=100 | max_pressure=437.889 | min_temperature=297.995 | max_temperature=449.912 | memory_usage.max=980.25
step.max=37 | t_sim.max=7.4e-06 | t_step.max=1.37576 | min_pressure=100 | max_pressure=437.889 | min_temperature=297.995 | max_temperature=449.97 | memory_usage.max=980.25
step.max=38 | t_sim.max=7.6e-06 | t_step.max=1.38284 | min_pressure=100 | max_pressure=437.889 | min_temperature=297.995 | max_temperature=450.036 | memory_usage.max=980.25
step.max=39 | t_sim.max=7.8e-06 | t_step.max=1.37793 | min_pressure=100 | max_pressure=437.889 | min_temperature=297.995 | max_temperature=450.114 | memory_usage.max=986.312
step.max=40 | t_sim.max=8e-06 | t_step.max=1.37579 | min_pressure=100 | max_pressure=437.889 | min_temperature=297.995 | max_temperature=450.195 | memory_usage.max=988.188
step.max=41 | t_sim.max=8.2e-06 | t_step.max=1.37781 | min_pressure=100 | max_pressure=437.89 | min_temperature=297.995 | max_temperature=450.286 | memory_usage.max=988.688
step.max=42 | t_sim.max=8.4e-06 | t_step.max=1.37705 | min_pressure=100 | max_pressure=437.89 | min_temperature=297.995 | max_temperature=450.379 | memory_usage.max=988.688
step.max=43 | t_sim.max=8.6e-06 | t_step.max=1.37672 | min_pressure=100 | max_pressure=437.891 | min_temperature=297.995 | max_temperature=450.483 | memory_usage.max=992.188
step.max=44 | t_sim.max=8.8e-06 | t_step.max=1.37663 | min_pressure=100 | max_pressure=437.891 | min_temperature=297.995 | max_temperature=450.584 | memory_usage.max=992.188
step.max=45 | t_sim.max=9e-06 | t_step.max=1.38129 | min_pressure=100 | max_pressure=437.892 | min_temperature=297.995 | max_temperature=450.699 | memory_usage.max=996.125
step.max=46 | t_sim.max=9.2e-06 | t_step.max=1.37603 | min_pressure=100 | max_pressure=437.892 | min_temperature=297.995 | max_temperature=450.815 | memory_usage.max=999.875
step.max=47 | t_sim.max=9.4e-06 | t_step.max=1.37883 | min_pressure=100 | max_pressure=437.892 | min_temperature=297.995 | max_temperature=450.929 | memory_usage.max=1000.31
step.max=48 | t_sim.max=9.6e-06 | t_step.max=1.37853 | min_pressure=100 | max_pressure=437.892 | min_temperature=297.995 | max_temperature=451.052 | memory_usage.max=1003.75
step.max=49 | t_sim.max=9.8e-06 | t_step.max=1.37591 | min_pressure=100 | max_pressure=437.902 | min_temperature=297.995 | max_temperature=451.183 | memory_usage.max=1003.75
step.max=50 | t_sim.max=1e-05 | t_step.max=1.49387 | min_pressure=100 | max_pressure=437.962 | min_temperature=297.995 | max_temperature=451.311 | memory_usage.max=1007.06
step.max=51 | t_sim.max=1.02e-05 | t_step.max=1.37433 | min_pressure=100 | max_pressure=438.054 | min_temperature=297.995 | max_temperature=451.435 | memory_usage.max=1014.38
step.max=52 | t_sim.max=1.04e-05 | t_step.max=1.37547 | min_pressure=100 | max_pressure=438.178 | min_temperature=297.995 | max_temperature=451.568 | memory_usage.max=1014.38
step.max=53 | t_sim.max=1.06e-05 | t_step.max=1.37691 | min_pressure=100 | max_pressure=438.331 | min_temperature=297.995 | max_temperature=451.712 | memory_usage.max=1014.38
step.max=54 | t_sim.max=1.08e-05 | t_step.max=1.37532 | min_pressure=100 | max_pressure=438.511 | min_temperature=297.995 | max_temperature=451.851 | memory_usage.max=1017.5
step.max=55 | t_sim.max=1.1e-05 | t_step.max=1.38054 | min_pressure=100 | max_pressure=438.712 | min_temperature=297.995 | max_temperature=451.987 | memory_usage.max=1018.19
step.max=56 | t_sim.max=1.12e-05 | t_step.max=1.39085 | min_pressure=100 | max_pressure=438.936 | min_temperature=297.995 | max_temperature=452.12 | memory_usage.max=1021.62
step.max=57 | t_sim.max=1.14e-05 | t_step.max=1.37862 | min_pressure=100 | max_pressure=439.189 | min_temperature=297.995 | max_temperature=452.258 | memory_usage.max=1023.62
step.max=58 | t_sim.max=1.16e-05 | t_step.max=1.37575 | min_pressure=100 | max_pressure=439.449 | min_temperature=297.995 | max_temperature=452.41 | memory_usage.max=1025.75
step.max=59 | t_sim.max=1.18e-05 | t_step.max=1.3749 | min_pressure=100 | max_pressure=439.742 | min_temperature=297.995 | max_temperature=452.559 | memory_usage.max=1025.75
step.max=60 | t_sim.max=1.2e-05 | t_step.max=1.37459 | min_pressure=100 | max_pressure=440.043 | min_temperature=297.995 | max_temperature=452.704 | memory_usage.max=1029.38
step.max=61 | t_sim.max=1.22e-05 | t_step.max=1.37504 | min_pressure=100 | max_pressure=440.348 | min_temperature=297.995 | max_temperature=452.845 | memory_usage.max=1029.38
step.max=62 | t_sim.max=1.24e-05 | t_step.max=1.37455 | min_pressure=100 | max_pressure=440.698 | min_temperature=297.995 | max_temperature=452.983 | memory_usage.max=1031
step.max=63 | t_sim.max=1.26e-05 | t_step.max=1.37615 | min_pressure=100 | max_pressure=441.039 | min_temperature=297.995 | max_temperature=453.116 | memory_usage.max=1031
step.max=64 | t_sim.max=1.28e-05 | t_step.max=1.37444 | min_pressure=100 | max_pressure=441.372 | min_temperature=297.995 | max_temperature=453.269 | memory_usage.max=1035.06
step.max=65 | t_sim.max=1.3e-05 | t_step.max=1.38097 | min_pressure=100 | max_pressure=441.766 | min_temperature=297.995 | max_temperature=453.424 | memory_usage.max=1036.25
step.max=66 | t_sim.max=1.32e-05 | t_step.max=1.37496 | min_pressure=100 | max_pressure=442.152 | min_temperature=297.995 | max_temperature=453.574 | memory_usage.max=1038.94
step.max=67 | t_sim.max=1.34e-05 | t_step.max=1.37628 | min_pressure=100 | max_pressure=442.529 | min_temperature=297.995 | max_temperature=453.72 | memory_usage.max=1039.31
step.max=68 | t_sim.max=1.36e-05 | t_step.max=1.37704 | min_pressure=100 | max_pressure=442.898 | min_temperature=297.995 | max_temperature=453.863 | memory_usage.max=1039.31
step.max=69 | t_sim.max=1.38e-05 | t_step.max=1.37389 | min_pressure=100 | max_pressure=443.327 | min_temperature=297.995 | max_temperature=454.001 | memory_usage.max=1042.94
step.max=70 | t_sim.max=1.4e-05 | t_step.max=1.37338 | min_pressure=100 | max_pressure=443.753 | min_temperature=297.995 | max_temperature=454.136 | memory_usage.max=1046.25
step.max=71 | t_sim.max=1.42e-05 | t_step.max=1.37295 | min_pressure=100 | max_pressure=444.17 | min_temperature=297.995 | max_temperature=454.267 | memory_usage.max=1046.25
step.max=72 | t_sim.max=1.44e-05 | t_step.max=1.37492 | min_pressure=100 | max_pressure=444.577 | min_temperature=297.995 | max_temperature=454.413 | memory_usage.max=1050.31
step.max=73 | t_sim.max=1.46e-05 | t_step.max=1.37419 | min_pressure=100 | max_pressure=444.974 | min_temperature=297.995 | max_temperature=454.565 | memory_usage.max=1050.31
step.max=74 | t_sim.max=1.48e-05 | t_step.max=1.37417 | min_pressure=100 | max_pressure=445.423 | min_temperature=297.995 | max_temperature=454.712 | memory_usage.max=1054.44
step.max=75 | t_sim.max=1.5e-05 | t_step.max=1.37563 | min_pressure=100 | max_pressure=445.882 | min_temperature=297.995 | max_temperature=454.856 | memory_usage.max=1054.44
step.max=76 | t_sim.max=1.52e-05 | t_step.max=1.37379 | min_pressure=100 | max_pressure=446.33 | min_temperature=297.995 | max_temperature=454.995 | memory_usage.max=1058.38
step.max=77 | t_sim.max=1.54e-05 | t_step.max=1.3739 | min_pressure=100 | max_pressure=446.771 | min_temperature=297.995 | max_temperature=455.13 | memory_usage.max=1059.94
step.max=78 | t_sim.max=1.56e-05 | t_step.max=1.38088 | min_pressure=100 | max_pressure=447.197 | min_temperature=297.995 | max_temperature=455.262 | memory_usage.max=1059.94
step.max=79 | t_sim.max=1.58e-05 | t_step.max=1.37351 | min_pressure=100 | max_pressure=447.612 | min_temperature=297.995 | max_temperature=455.39 | memory_usage.max=1063.38
step.max=80 | t_sim.max=1.6e-05 | t_step.max=1.37422 | min_pressure=100 | max_pressure=448.032 | min_temperature=297.995 | max_temperature=455.514 | memory_usage.max=1064.38
step.max=81 | t_sim.max=1.62e-05 | t_step.max=1.37599 | min_pressure=100 | max_pressure=448.514 | min_temperature=297.995 | max_temperature=455.635 | memory_usage.max=1067.94
step.max=82 | t_sim.max=1.64e-05 | t_step.max=1.37439 | min_pressure=100 | max_pressure=448.984 | min_temperature=297.995 | max_temperature=455.767 | memory_usage.max=1067.94
step.max=83 | t_sim.max=1.66e-05 | t_step.max=1.3738 | min_pressure=100 | max_pressure=449.443 | min_temperature=297.995 | max_temperature=455.907 | memory_usage.max=1071.31
step.max=84 | t_sim.max=1.68e-05 | t_step.max=1.37416 | min_pressure=100 | max_pressure=449.888 | min_temperature=297.995 | max_temperature=456.043 | memory_usage.max=1071.31
step.max=85 | t_sim.max=1.7e-05 | t_step.max=1.37544 | min_pressure=100 | max_pressure=450.326 | min_temperature=297.995 | max_temperature=456.176 | memory_usage.max=1075.38
step.max=86 | t_sim.max=1.72e-05 | t_step.max=1.37448 | min_pressure=100 | max_pressure=450.756 | min_temperature=297.995 | max_temperature=456.304 | memory_usage.max=1077.38
step.max=87 | t_sim.max=1.74e-05 | t_step.max=1.37507 | min_pressure=100 | max_pressure=451.176 | min_temperature=297.995 | max_temperature=456.428 | memory_usage.max=1077.81
step.max=88 | t_sim.max=1.76e-05 | t_step.max=1.37401 | min_pressure=100 | max_pressure=451.587 | min_temperature=297.995 | max_temperature=456.549 | memory_usage.max=1080.88
step.max=89 | t_sim.max=1.78e-05 | t_step.max=1.38112 | min_pressure=100 | max_pressure=452.03 | min_temperature=297.995 | max_temperature=456.666 | memory_usage.max=1080.88
step.max=90 | t_sim.max=1.8e-05 | t_step.max=1.37445 | min_pressure=100 | max_pressure=452.501 | min_temperature=297.995 | max_temperature=456.78 | memory_usage.max=1085.56
step.max=91 | t_sim.max=1.82e-05 | t_step.max=1.37533 | min_pressure=100 | max_pressure=452.962 | min_temperature=297.995 | max_temperature=456.89 | memory_usage.max=1085.56
step.max=92 | t_sim.max=1.84e-05 | t_step.max=1.39185 | min_pressure=100 | max_pressure=453.403 | min_temperature=297.995 | max_temperature=456.997 | memory_usage.max=1087.88
step.max=93 | t_sim.max=1.86e-05 | t_step.max=1.37883 | min_pressure=100 | max_pressure=453.837 | min_temperature=297.995 | max_temperature=457.1 | memory_usage.max=1090.12
step.max=94 | t_sim.max=1.88e-05 | t_step.max=1.3751 | min_pressure=100 | max_pressure=454.266 | min_temperature=297.995 | max_temperature=457.207 | memory_usage.max=1092.19
step.max=95 | t_sim.max=1.9e-05 | t_step.max=1.37492 | min_pressure=100 | max_pressure=454.687 | min_temperature=297.995 | max_temperature=457.328 | memory_usage.max=1092.19
step.max=96 | t_sim.max=1.92e-05 | t_step.max=1.37483 | min_pressure=100 | max_pressure=455.099 | min_temperature=297.995 | max_temperature=457.445 | memory_usage.max=1095.44
step.max=97 | t_sim.max=1.94e-05 | t_step.max=1.37511 | min_pressure=100 | max_pressure=455.502 | min_temperature=297.995 | max_temperature=457.559 | memory_usage.max=1095.44
step.max=98 | t_sim.max=1.96e-05 | t_step.max=1.37371 | min_pressure=100 | max_pressure=455.891 | min_temperature=297.995 | max_temperature=457.669 | memory_usage.max=1101.12
step.max=99 | t_sim.max=1.98e-05 | t_step.max=1.37519 | min_pressure=100 | max_pressure=456.274 | min_temperature=297.995 | max_temperature=457.776 | memory_usage.max=1101.5
step.max=100 | t_sim.max=2e-05 | t_step.max=1.49247 | min_pressure=100 | max_pressure=456.667 | min_temperature=297.995 | max_temperature=457.879 | memory_usage.max=1103.94
step.max=101 | t_sim.max=2.02e-05 | t_step.max=1.37361 | min_pressure=100 | max_pressure=457.103 | min_temperature=297.995 | max_temperature=457.978 | memory_usage.max=1109.56
step.max=102 | t_sim.max=2.04e-05 | t_step.max=1.38121 | min_pressure=100 | max_pressure=457.523 | min_temperature=297.995 | max_temperature=458.075 | memory_usage.max=1109.56
step.max=103 | t_sim.max=2.06e-05 | t_step.max=1.37428 | min_pressure=100 | max_pressure=457.935 | min_temperature=297.995 | max_temperature=458.168 | memory_usage.max=1113.5
step.max=104 | t_sim.max=2.08e-05 | t_step.max=1.3741 | min_pressure=100 | max_pressure=458.341 | min_temperature=297.995 | max_temperature=458.258 | memory_usage.max=1115.06
step.max=105 | t_sim.max=2.1e-05 | t_step.max=1.37279 | min_pressure=100 | max_pressure=458.741 | min_temperature=297.995 | max_temperature=458.345 | memory_usage.max=1115.06
step.max=106 | t_sim.max=2.12e-05 | t_step.max=1.37357 | min_pressure=100 | max_pressure=459.131 | min_temperature=297.995 | max_temperature=458.428 | memory_usage.max=1118.75
step.max=107 | t_sim.max=2.14e-05 | t_step.max=1.37618 | min_pressure=100 | max_pressure=459.512 | min_temperature=297.995 | max_temperature=458.509 | memory_usage.max=1118.75
step.max=108 | t_sim.max=2.16e-05 | t_step.max=1.37258 | min_pressure=100 | max_pressure=459.882 | min_temperature=297.995 | max_temperature=458.587 | memory_usage.max=1121.94
step.max=109 | t_sim.max=2.18e-05 | t_step.max=1.37392 | min_pressure=100 | max_pressure=460.243 | min_temperature=297.995 | max_temperature=458.676 | memory_usage.max=1124.12
step.max=110 | t_sim.max=2.2e-05 | t_step.max=1.37316 | min_pressure=100 | max_pressure=460.592 | min_temperature=297.995 | max_temperature=458.77 | memory_usage.max=1124.12
step.max=111 | t_sim.max=2.22e-05 | t_step.max=1.37415 | min_pressure=100 | max_pressure=460.936 | min_temperature=297.995 | max_temperature=458.859 | memory_usage.max=1126.62
step.max=112 | t_sim.max=2.24e-05 | t_step.max=1.37486 | min_pressure=100 | max_pressure=461.269 | min_temperature=297.995 | max_temperature=458.946 | memory_usage.max=1126.62
step.max=113 | t_sim.max=2.26e-05 | t_step.max=1.37359 | min_pressure=100 | max_pressure=461.606 | min_temperature=297.995 | max_temperature=459.03 | memory_usage.max=1130.38
step.max=114 | t_sim.max=2.28e-05 | t_step.max=1.37336 | min_pressure=100 | max_pressure=461.915 | min_temperature=297.995 | max_temperature=459.11 | memory_usage.max=1131.5
step.max=115 | t_sim.max=2.3e-05 | t_step.max=1.37343 | min_pressure=100 | max_pressure=462.25 | min_temperature=297.995 | max_temperature=459.188 | memory_usage.max=1131.5
step.max=116 | t_sim.max=2.32e-05 | t_step.max=1.37357 | min_pressure=100 | max_pressure=462.611 | min_temperature=297.995 | max_temperature=459.263 | memory_usage.max=1135.56
step.max=117 | t_sim.max=2.34e-05 | t_step.max=1.37368 | min_pressure=100 | max_pressure=462.966 | min_temperature=297.995 | max_temperature=459.335 | memory_usage.max=1135.56
step.max=118 | t_sim.max=2.36e-05 | t_step.max=1.38041 | min_pressure=100 | max_pressure=463.314 | min_temperature=297.995 | max_temperature=459.404 | memory_usage.max=1139.69
