Running ./shock1d.py

Starting from step 0
--------------------------------------------------------------------------
By default, for Open MPI 4.0 and later, infiniband ports on a device
are not used by default.  The intent is to use UCX for these devices.
You can override this policy by setting the btl_openib_allow_ib MCA parameter
to true.

  Local host:              lassen408
  Local adapter:           mlx5_1
  Local port:              1

--------------------------------------------------------------------------
--------------------------------------------------------------------------
WARNING: There was an error initializing an OpenFabrics device.

  Local host:   lassen408
  Local device: mlx5_1
--------------------------------------------------------------------------
[lassen408:96652] mca_base_component_repository_open: unable to open mca_pml_pami: libpami.so.3: cannot open shared object file: No such file or directory (ignored)
[1613769725.903792] [lassen408:96652:0]         mxm.c:196  MXM  WARN  The 'ulimit -s' on the system is set to 'unlimited'. This may have negative performance implications. Please set the stack size to the default value (10240) 
[lassen408:96652] mca_base_component_repository_open: unable to open mca_coll_ibm: libcollectives.so.3: cannot open shared object file: No such file or directory (ignored)
[lassen408:96652] mca_base_component_repository_open: unable to open mca_osc_pami: libpami.so.3: cannot open shared object file: No such file or directory (ignored)
Shock capturing parameters: alpha 0.1, s0 -11.0, kappa 0.5
Time step estimate 4.2819136230110855e-07

Viscous timestep estimate 2.856253464975275e-07

4482 elements
rank 0: sent all mesh partitions
Making discretization
Initializing soln.
/p/gpfs1/manders/work/CEESD/Drivers/CEESD-Y1_Shock1D/emirge/mirgecom/mirgecom/logging_quantities.py:289: UserWarning: Logging had to guess units for 'pressure': 'Pa'.It should not have to. Some other component should tell it.
  warn(f"Logging had to guess units for '{quantity}': '{unit}'."
/p/gpfs1/manders/work/CEESD/Drivers/CEESD-Y1_Shock1D/emirge/mirgecom/mirgecom/logging_quantities.py:289: UserWarning: Logging had to guess units for 'temperature': 'K'.It should not have to. Some other component should tell it.
  warn(f"Logging had to guess units for '{quantity}': '{unit}'."
/p/gpfs1/manders/work/CEESD/Drivers/CEESD-Y1_Shock1D/emirge/mirgecom/mirgecom/logging_quantities.py:244: UserWarning: Logging had to guess units for 'mass': 'kg/m^3'.It should not have to. Some other component should tell it.
  warn(f"Logging had to guess units for '{quantity}': '{unit}'."
/p/gpfs1/manders/work/CEESD/Drivers/CEESD-Y1_Shock1D/emirge/mirgecom/mirgecom/logging_quantities.py:244: UserWarning: Logging had to guess units for 'energy': 'J/m^3'.It should not have to. Some other component should tell it.
  warn(f"Logging had to guess units for '{quantity}': '{unit}'."
/p/gpfs1/manders/work/CEESD/Drivers/CEESD-Y1_Shock1D/emirge/mirgecom/mirgecom/logging_quantities.py:244: UserWarning: Logging had to guess units for 'momentum': 'kg*m/s/m^3'.It should not have to. Some other component should tell it.
  warn(f"Logging had to guess units for '{quantity}': '{unit}'."
./shock1d.py:335: DeprecationWarning: DGDiscretizationWithBoundaries.order is deprecated, consider using the orders of element groups instead. 'order' will go away in 2021.
  visualizer = make_visualizer(discr, discr.order)
Initialization for Case(y0euler)
===
Num 2d order-1 elements: 4482
Num global elements: 4482
Timestep:        4e-07
Final time:      0.0003
CFL:             1.0
Constant CFL:    False
Initialization:  pseudoY0
EOS:             IdealSingleGas

Stepping.
Status: step=0 t=0
------- P(100, 438)
------- T(298, 450)
------- dt=4e-07 cfl=1.0
------- errors=0.00165, 793, 1.13, 0
building face restriction: start
building face restriction: done
building face restriction: start
building face restriction: done
building face restriction: start
building face restriction: done
building face restriction: start
building face restriction: done
building face restriction: start
building face restriction: done
step.max=0 | t_sim.max=0 | t_step.max=4.64781 | min_pressure=0 | max_pressure=0 | min_temperature=0 | max_temperature=0 | memory_usage.max=833.125
step.max=21 | t_sim.max=8.4e-06 | t_step.max=1.36722 | min_pressure=100 | max_pressure=437.903 | min_temperature=297.995 | max_temperature=450.534 | memory_usage.max=949.188
step.max=22 | t_sim.max=8.8e-06 | t_step.max=1.37465 | min_pressure=100 | max_pressure=437.936 | min_temperature=297.995 | max_temperature=450.748 | memory_usage.max=953
step.max=23 | t_sim.max=9.2e-06 | t_step.max=1.36872 | min_pressure=100 | max_pressure=438.067 | min_temperature=297.995 | max_temperature=451.019 | memory_usage.max=955.188
step.max=24 | t_sim.max=9.6e-06 | t_step.max=1.3657 | min_pressure=100 | max_pressure=438.47 | min_temperature=297.995 | max_temperature=451.357 | memory_usage.max=956.312
step.max=25 | t_sim.max=1e-05 | t_step.max=1.36648 | min_pressure=100 | max_pressure=439.118 | min_temperature=297.995 | max_temperature=451.695 | memory_usage.max=956.312
step.max=26 | t_sim.max=1.04e-05 | t_step.max=1.36538 | min_pressure=100 | max_pressure=439.841 | min_temperature=297.995 | max_temperature=452.034 | memory_usage.max=959.812
step.max=27 | t_sim.max=1.08e-05 | t_step.max=1.37246 | min_pressure=100 | max_pressure=440.619 | min_temperature=297.995 | max_temperature=452.375 | memory_usage.max=959.812
step.max=28 | t_sim.max=1.12e-05 | t_step.max=1.36829 | min_pressure=100 | max_pressure=441.886 | min_temperature=297.995 | max_temperature=452.721 | memory_usage.max=964.875
step.max=29 | t_sim.max=1.16e-05 | t_step.max=1.36567 | min_pressure=100 | max_pressure=443.606 | min_temperature=297.995 | max_temperature=453.075 | memory_usage.max=966
step.max=30 | t_sim.max=1.2e-05 | t_step.max=1.36581 | min_pressure=100 | max_pressure=445.532 | min_temperature=297.995 | max_temperature=453.44 | memory_usage.max=967.562
step.max=31 | t_sim.max=1.24e-05 | t_step.max=1.36521 | min_pressure=100 | max_pressure=447.712 | min_temperature=297.995 | max_temperature=453.844 | memory_usage.max=967.562
step.max=32 | t_sim.max=1.28e-05 | t_step.max=1.37155 | min_pressure=100 | max_pressure=450.139 | min_temperature=297.995 | max_temperature=454.344 | memory_usage.max=971
step.max=33 | t_sim.max=1.32e-05 | t_step.max=1.36709 | min_pressure=100 | max_pressure=452.898 | min_temperature=297.995 | max_temperature=454.918 | memory_usage.max=974.562
step.max=34 | t_sim.max=1.36e-05 | t_step.max=1.36454 | min_pressure=100 | max_pressure=456.111 | min_temperature=297.995 | max_temperature=455.591 | memory_usage.max=976.5
step.max=35 | t_sim.max=1.4e-05 | t_step.max=1.36879 | min_pressure=100 | max_pressure=459.954 | min_temperature=297.995 | max_temperature=456.397 | memory_usage.max=977.188
step.max=36 | t_sim.max=1.44e-05 | t_step.max=1.36569 | min_pressure=100 | max_pressure=464.679 | min_temperature=297.995 | max_temperature=457.383 | memory_usage.max=977.188
step.max=37 | t_sim.max=1.48e-05 | t_step.max=1.36544 | min_pressure=100 | max_pressure=470.643 | min_temperature=297.995 | max_temperature=458.6 | memory_usage.max=980.5
step.max=38 | t_sim.max=1.52e-05 | t_step.max=1.36526 | min_pressure=100 | max_pressure=478.337 | min_temperature=297.995 | max_temperature=460.095 | memory_usage.max=980.5
step.max=39 | t_sim.max=1.56e-05 | t_step.max=1.37082 | min_pressure=100 | max_pressure=488.39 | min_temperature=297.995 | max_temperature=461.898 | memory_usage.max=984.375
step.max=40 | t_sim.max=1.6e-05 | t_step.max=1.3658 | min_pressure=100 | max_pressure=505.983 | min_temperature=297.995 | max_temperature=464.48 | memory_usage.max=988.25
step.max=41 | t_sim.max=1.64e-05 | t_step.max=1.36678 | min_pressure=100 | max_pressure=535.306 | min_temperature=297.995 | max_temperature=484.974 | memory_usage.max=988.625
step.max=42 | t_sim.max=1.68e-05 | t_step.max=1.3658 | min_pressure=100 | max_pressure=536.17 | min_temperature=297.995 | max_temperature=472.154 | memory_usage.max=991.75
step.max=43 | t_sim.max=1.72e-05 | t_step.max=1.36747 | min_pressure=100 | max_pressure=563.376 | min_temperature=297.995 | max_temperature=476.428 | memory_usage.max=991.75
step.max=44 | t_sim.max=1.76e-05 | t_step.max=1.36513 | min_pressure=100 | max_pressure=463.663 | min_temperature=297.995 | max_temperature=461.137 | memory_usage.max=995.062
step.max=45 | t_sim.max=1.8e-05 | t_step.max=1.3655 | min_pressure=100 | max_pressure=437.9 | min_temperature=297.995 | max_temperature=449.779 | memory_usage.max=995.062
step.max=46 | t_sim.max=1.84e-05 | t_step.max=1.36989 | min_pressure=100 | max_pressure=437.885 | min_temperature=297.995 | max_temperature=449.774 | memory_usage.max=998.875
step.max=47 | t_sim.max=1.88e-05 | t_step.max=1.36648 | min_pressure=100 | max_pressure=170.315 | min_temperature=297.995 | max_temperature=352.584 | memory_usage.max=1001.88
step.max=48 | t_sim.max=1.92e-05 | t_step.max=1.36903 | min_pressure=100 | max_pressure=123.248 | min_temperature=297.995 | max_temperature=318.466 | memory_usage.max=1002.25
step.max=49 | t_sim.max=1.96e-05 | t_step.max=1.3652 | min_pressure=100 | max_pressure=108.117 | min_temperature=297.995 | max_temperature=305.483 | memory_usage.max=1005.75
step.max=50 | t_sim.max=2e-05 | t_step.max=1.36804 | min_pressure=100 | max_pressure=102.953 | min_temperature=297.995 | max_temperature=300.756 | memory_usage.max=1005.75
step.max=51 | t_sim.max=2.04e-05 | t_step.max=1.36548 | min_pressure=100 | max_pressure=101.093 | min_temperature=297.995 | max_temperature=299.019 | memory_usage.max=1009.06
step.max=52 | t_sim.max=2.08e-05 | t_step.max=1.38036 | min_pressure=100 | max_pressure=100.407 | min_temperature=297.995 | max_temperature=298.376 | memory_usage.max=1009.06
step.max=53 | t_sim.max=2.12e-05 | t_step.max=1.36596 | min_pressure=100 | max_pressure=100.152 | min_temperature=297.995 | max_temperature=298.137 | memory_usage.max=1012.38
step.max=54 | t_sim.max=2.16e-05 | t_step.max=1.36596 | min_pressure=100 | max_pressure=100.057 | min_temperature=297.995 | max_temperature=298.048 | memory_usage.max=1015.06
step.max=55 | t_sim.max=2.2e-05 | t_step.max=1.36706 | min_pressure=100 | max_pressure=100.021 | min_temperature=297.995 | max_temperature=298.015 | memory_usage.max=1015.06
step.max=56 | t_sim.max=2.24e-05 | t_step.max=1.36457 | min_pressure=100 | max_pressure=100.008 | min_temperature=297.995 | max_temperature=298.003 | memory_usage.max=1019.25
step.max=57 | t_sim.max=2.28e-05 | t_step.max=1.37263 | min_pressure=100 | max_pressure=100.003 | min_temperature=297.995 | max_temperature=297.998 | memory_usage.max=1019.88
step.max=58 | t_sim.max=2.32e-05 | t_step.max=1.3659 | min_pressure=100 | max_pressure=100.001 | min_temperature=297.995 | max_temperature=297.996 | memory_usage.max=1023.19
step.max=59 | t_sim.max=2.36e-05 | t_step.max=1.368 | min_pressure=100 | max_pressure=100 | min_temperature=297.995 | max_temperature=297.996 | memory_usage.max=1023.19
step.max=60 | t_sim.max=2.4e-05 | t_step.max=1.36482 | min_pressure=100 | max_pressure=100 | min_temperature=297.995 | max_temperature=297.996 | memory_usage.max=1026.25
step.max=61 | t_sim.max=2.44e-05 | t_step.max=1.36462 | min_pressure=100 | max_pressure=100 | min_temperature=297.995 | max_temperature=297.995 | memory_usage.max=1026.25
step.max=62 | t_sim.max=2.48e-05 | t_step.max=1.3646 | min_pressure=100 | max_pressure=100 | min_temperature=297.995 | max_temperature=297.995 | memory_usage.max=1029.56
step.max=63 | t_sim.max=2.52e-05 | t_step.max=1.36433 | min_pressure=100 | max_pressure=100 | min_temperature=297.995 | max_temperature=297.995 | memory_usage.max=1029.56
step.max=64 | t_sim.max=2.56e-05 | t_step.max=1.36489 | min_pressure=100 | max_pressure=100 | min_temperature=297.995 | max_temperature=297.995 | memory_usage.max=1033.56
step.max=65 | t_sim.max=2.6e-05 | t_step.max=1.36678 | min_pressure=100 | max_pressure=100 | min_temperature=297.995 | max_temperature=297.995 | memory_usage.max=1033.56
step.max=66 | t_sim.max=2.64e-05 | t_step.max=1.36467 | min_pressure=100 | max_pressure=100 | min_temperature=297.995 | max_temperature=297.995 | memory_usage.max=1037.69
step.max=67 | t_sim.max=2.68e-05 | t_step.max=1.37034 | min_pressure=100 | max_pressure=100 | min_temperature=297.995 | max_temperature=297.995 | memory_usage.max=1038.81
step.max=68 | t_sim.max=2.72e-05 | t_step.max=1.36541 | min_pressure=100 | max_pressure=100 | min_temperature=297.995 | max_temperature=297.995 | memory_usage.max=1042.69
step.max=69 | t_sim.max=2.76e-05 | t_step.max=1.36499 | min_pressure=100 | max_pressure=100 | min_temperature=297.995 | max_temperature=297.995 | memory_usage.max=1043.06
step.max=70 | t_sim.max=2.8e-05 | t_step.max=1.36703 | min_pressure=100 | max_pressure=100 | min_temperature=297.995 | max_temperature=297.995 | memory_usage.max=1046.06
step.max=71 | t_sim.max=2.84e-05 | t_step.max=1.36456 | min_pressure=100 | max_pressure=100 | min_temperature=297.995 | max_temperature=297.995 | memory_usage.max=1046.06
step.max=72 | t_sim.max=2.88e-05 | t_step.max=1.36577 | min_pressure=100 | max_pressure=100 | min_temperature=297.995 | max_temperature=297.995 | memory_usage.max=1049.75
step.max=73 | t_sim.max=2.92e-05 | t_step.max=1.36548 | min_pressure=100 | max_pressure=100 | min_temperature=297.995 | max_temperature=297.995 | memory_usage.max=1049.75
step.max=74 | t_sim.max=2.96e-05 | t_step.max=1.36529 | min_pressure=100 | max_pressure=100 | min_temperature=297.995 | max_temperature=297.995 | memory_usage.max=1053.5
step.max=75 | t_sim.max=3e-05 | t_step.max=1.36466 | min_pressure=100 | max_pressure=100 | min_temperature=297.995 | max_temperature=297.995 | memory_usage.max=1053.5
step.max=76 | t_sim.max=3.04e-05 | t_step.max=1.36414 | min_pressure=100 | max_pressure=100 | min_temperature=297.995 | max_temperature=297.995 | memory_usage.max=1057.62
step.max=77 | t_sim.max=3.08e-05 | t_step.max=1.366 | min_pressure=100 | max_pressure=100 | min_temperature=297.995 | max_temperature=297.995 | memory_usage.max=1057.62
step.max=78 | t_sim.max=3.12e-05 | t_step.max=1.36476 | min_pressure=100 | max_pressure=100 | min_temperature=297.995 | max_temperature=297.995 | memory_usage.max=1062.19
step.max=79 | t_sim.max=3.16e-05 | t_step.max=1.36364 | min_pressure=100 | max_pressure=100 | min_temperature=297.995 | max_temperature=297.995 | memory_usage.max=1063.75
step.max=80 | t_sim.max=3.2e-05 | t_step.max=1.37102 | min_pressure=100 | max_pressure=100 | min_temperature=297.995 | max_temperature=297.995 | memory_usage.max=1063.75
step.max=81 | t_sim.max=3.24e-05 | t_step.max=1.36423 | min_pressure=100 | max_pressure=100 | min_temperature=297.995 | max_temperature=297.995 | memory_usage.max=1068
step.max=82 | t_sim.max=3.28e-05 | t_step.max=1.36415 | min_pressure=100 | max_pressure=100 | min_temperature=297.995 | max_temperature=297.995 | memory_usage.max=1068
step.max=83 | t_sim.max=3.32e-05 | t_step.max=1.36707 | min_pressure=100 | max_pressure=100 | min_temperature=297.995 | max_temperature=297.995 | memory_usage.max=1070.94
step.max=84 | t_sim.max=3.36e-05 | t_step.max=1.3643 | min_pressure=100 | max_pressure=100 | min_temperature=297.995 | max_temperature=297.995 | memory_usage.max=1070.94
step.max=85 | t_sim.max=3.4e-05 | t_step.max=1.36439 | min_pressure=inf | max_pressure=-inf | min_temperature=inf | max_temperature=-inf | memory_usage.max=1074.56
step.max=86 | t_sim.max=3.44e-05 | t_step.max=1.36444 | min_pressure=inf | max_pressure=-inf | min_temperature=inf | max_temperature=-inf | memory_usage.max=1074.56
step.max=87 | t_sim.max=3.48e-05 | t_step.max=1.36704 | min_pressure=inf | max_pressure=-inf | min_temperature=inf | max_temperature=-inf | memory_usage.max=1078.44
step.max=88 | t_sim.max=3.52e-05 | t_step.max=1.36522 | min_pressure=inf | max_pressure=-inf | min_temperature=inf | max_temperature=-inf | memory_usage.max=1081.25
step.max=89 | t_sim.max=3.56e-05 | t_step.max=1.36495 | min_pressure=inf | max_pressure=-inf | min_temperature=inf | max_temperature=-inf | memory_usage.max=1081.69
step.max=90 | t_sim.max=3.6e-05 | t_step.max=1.38068 | min_pressure=inf | max_pressure=-inf | min_temperature=inf | max_temperature=-inf | memory_usage.max=1085.38
step.max=91 | t_sim.max=3.64e-05 | t_step.max=1.37378 | min_pressure=inf | max_pressure=-inf | min_temperature=inf | max_temperature=-inf | memory_usage.max=1086.69
step.max=92 | t_sim.max=3.68e-05 | t_step.max=1.36619 | min_pressure=inf | max_pressure=-inf | min_temperature=inf | max_temperature=-inf | memory_usage.max=1089.44
step.max=93 | t_sim.max=3.72e-05 | t_step.max=1.36437 | min_pressure=inf | max_pressure=-inf | min_temperature=inf | max_temperature=-inf | memory_usage.max=1091.19
step.max=94 | t_sim.max=3.76e-05 | t_step.max=1.3653 | min_pressure=inf | max_pressure=-inf | min_temperature=inf | max_temperature=-inf | memory_usage.max=1091.19
step.max=95 | t_sim.max=3.8e-05 | t_step.max=1.36812 | min_pressure=inf | max_pressure=-inf | min_temperature=inf | max_temperature=-inf | memory_usage.max=1094.75
step.max=96 | t_sim.max=3.84e-05 | t_step.max=1.36484 | min_pressure=inf | max_pressure=-inf | min_temperature=inf | max_temperature=-inf | memory_usage.max=1094.75
step.max=97 | t_sim.max=3.88e-05 | t_step.max=1.36565 | min_pressure=inf | max_pressure=-inf | min_temperature=inf | max_temperature=-inf | memory_usage.max=1098.31
step.max=98 | t_sim.max=3.92e-05 | t_step.max=1.36491 | min_pressure=inf | max_pressure=-inf | min_temperature=inf | max_temperature=-inf | memory_usage.max=1098.31
step.max=99 | t_sim.max=3.96e-05 | t_step.max=1.36567 | min_pressure=inf | max_pressure=-inf | min_temperature=inf | max_temperature=-inf | memory_usage.max=1102.19
step.max=100 | t_sim.max=4e-05 | t_step.max=1.49057 | min_pressure=inf | max_pressure=-inf | min_temperature=inf | max_temperature=-inf | memory_usage.max=1102.19
step.max=101 | t_sim.max=4.04e-05 | t_step.max=1.36496 | min_pressure=inf | max_pressure=-inf | min_temperature=inf | max_temperature=-inf | memory_usage.max=1112.94
step.max=102 | t_sim.max=4.08e-05 | t_step.max=1.36459 | min_pressure=inf | max_pressure=-inf | min_temperature=inf | max_temperature=-inf | memory_usage.max=1112.94
step.max=103 | t_sim.max=4.12e-05 | t_step.max=1.36509 | min_pressure=inf | max_pressure=-inf | min_temperature=inf | max_temperature=-inf | memory_usage.max=1112.94
step.max=104 | t_sim.max=4.16e-05 | t_step.max=1.37112 | min_pressure=inf | max_pressure=-inf | min_temperature=inf | max_temperature=-inf | memory_usage.max=1114.94
step.max=105 | t_sim.max=4.2e-05 | t_step.max=1.36442 | min_pressure=inf | max_pressure=-inf | min_temperature=inf | max_temperature=-inf | memory_usage.max=1117.38
step.max=106 | t_sim.max=4.24e-05 | t_step.max=1.36429 | min_pressure=inf | max_pressure=-inf | min_temperature=inf | max_temperature=-inf | memory_usage.max=1118.19
step.max=107 | t_sim.max=4.28e-05 | t_step.max=1.36464 | min_pressure=inf | max_pressure=-inf | min_temperature=inf | max_temperature=-inf | memory_usage.max=1118.19
step.max=108 | t_sim.max=4.32e-05 | t_step.max=1.36439 | min_pressure=inf | max_pressure=-inf | min_temperature=inf | max_temperature=-inf | memory_usage.max=1121.5
step.max=109 | t_sim.max=4.36e-05 | t_step.max=1.36724 | min_pressure=inf | max_pressure=-inf | min_temperature=inf | max_temperature=-inf | memory_usage.max=1121.5
step.max=110 | t_sim.max=4.4e-05 | t_step.max=1.36487 | min_pressure=inf | max_pressure=-inf | min_temperature=inf | max_temperature=-inf | memory_usage.max=1125.56
step.max=111 | t_sim.max=4.44e-05 | t_step.max=1.36557 | min_pressure=inf | max_pressure=-inf | min_temperature=inf | max_temperature=-inf | memory_usage.max=1125.56
step.max=112 | t_sim.max=4.48e-05 | t_step.max=1.36471 | min_pressure=inf | max_pressure=-inf | min_temperature=inf | max_temperature=-inf | memory_usage.max=1126.62
step.max=113 | t_sim.max=4.52e-05 | t_step.max=1.36431 | min_pressure=inf | max_pressure=-inf | min_temperature=inf | max_temperature=-inf | memory_usage.max=1126.62
step.max=114 | t_sim.max=4.56e-05 | t_step.max=1.36469 | min_pressure=inf | max_pressure=-inf | min_temperature=inf | max_temperature=-inf | memory_usage.max=1130.56
step.max=115 | t_sim.max=4.6e-05 | t_step.max=1.36658 | min_pressure=inf | max_pressure=-inf | min_temperature=inf | max_temperature=-inf | memory_usage.max=1130.56
step.max=116 | t_sim.max=4.64e-05 | t_step.max=1.36504 | min_pressure=inf | max_pressure=-inf | min_temperature=inf | max_temperature=-inf | memory_usage.max=1135.25
step.max=117 | t_sim.max=4.68e-05 | t_step.max=1.36581 | min_pressure=inf | max_pressure=-inf | min_temperature=inf | max_temperature=-inf | memory_usage.max=1136.56
step.max=118 | t_sim.max=4.72e-05 | t_step.max=1.36475 | min_pressure=inf | max_pressure=-inf | min_temperature=inf | max_temperature=-inf | memory_usage.max=1136.56
step.max=119 | t_sim.max=4.76e-05 | t_step.max=1.3654 | min_pressure=inf | max_pressure=-inf | min_temperature=inf | max_temperature=-inf | memory_usage.max=1140.69
step.max=120 | t_sim.max=4.8e-05 | t_step.max=1.37129 | min_pressure=inf | max_pressure=-inf | min_temperature=inf | max_temperature=-inf | memory_usage.max=1140.75
